zip,scraped,stcd,county
23696,"YORK, VA",VA,YORK
23701,"PORTSMOUTH CITY, VA",VA,PORTSMOUTH CITY
23701,"CHESAPEAKE CITY, VA",VA,CHESAPEAKE CITY
23703,"PORTSMOUTH CITY, VA",VA,PORTSMOUTH CITY
23704,"PORTSMOUTH CITY, VA",VA,PORTSMOUTH CITY
23705,"PORTSMOUTH CITY, VA",VA,PORTSMOUTH CITY
23707,"PORTSMOUTH CITY, VA",VA,PORTSMOUTH CITY
23708,"PORTSMOUTH CITY, VA",VA,PORTSMOUTH CITY
24011,"ROANOKE CITY, VA",VA,ROANOKE CITY
24012,"ROANOKE CITY, VA",VA,ROANOKE CITY
24012,"BOTETOURT, VA",VA,BOTETOURT
24012,"ROANOKE, VA",VA,ROANOKE
24013,"ROANOKE CITY, VA",VA,ROANOKE CITY
24014,"ROANOKE CITY, VA",VA,ROANOKE CITY
24014,"ROANOKE, VA",VA,ROANOKE
24015,"ROANOKE CITY, VA",VA,ROANOKE CITY
24015,"ROANOKE, VA",VA,ROANOKE
24016,"ROANOKE CITY, VA",VA,ROANOKE CITY
24017,"ROANOKE CITY, VA",VA,ROANOKE CITY
24018,"ROANOKE, VA",VA,ROANOKE
24018,"ROANOKE CITY, VA",VA,ROANOKE CITY
24019,"ROANOKE, VA",VA,ROANOKE
24019,"BOTETOURT, VA",VA,BOTETOURT
24019,"ROANOKE CITY, VA",VA,ROANOKE CITY
24059,"ROANOKE, VA",VA,ROANOKE
24059,"FLOYD, VA",VA,FLOYD
24059,"FRANKLIN, VA",VA,FRANKLIN
24069,"PITTSYLVANIA, VA",VA,PITTSYLVANIA
24112,"MARTINSVILLE CITY, VA",VA,MARTINSVILLE CITY
24112,"FRANKLIN, VA",VA,FRANKLIN
24112,"HENRY, VA",VA,HENRY
24148,"HENRY, VA",VA,HENRY
24153,"SALEM, VA",VA,SALEM
24153,"BOTETOURT, VA",VA,BOTETOURT
24153,"ROANOKE, VA",VA,ROANOKE
24401,"STAUNTON CITY, VA",VA,STAUNTON CITY
24401,"AUGUSTA, VA",VA,AUGUSTA
24416,"BUENA VISTA CITY, VA",VA,BUENA VISTA CITY
24416,"ROCKBRIDGE, VA",VA,ROCKBRIDGE
24441,"ROCKINGHAM, VA",VA,ROCKINGHAM
24441,"AUGUSTA, VA",VA,AUGUSTA
24477,"AUGUSTA, VA",VA,AUGUSTA
24482,"AUGUSTA, VA",VA,AUGUSTA
24482,"STAUNTON CITY, VA",VA,STAUNTON CITY
24501,"LYNCHBURG CITY, VA",VA,LYNCHBURG CITY
24501,"CAMPBELL, VA",VA,CAMPBELL
24502,"LYNCHBURG CITY, VA",VA,LYNCHBURG CITY
24502,"BEDFORD, VA",VA,BEDFORD
24502,"CAMPBELL, VA",VA,CAMPBELL
24503,"LYNCHBURG CITY, VA",VA,LYNCHBURG CITY
24503,"BEDFORD, VA",VA,BEDFORD
24504,"LYNCHBURG CITY, VA",VA,LYNCHBURG CITY
24504,"APPOMATTOX, VA",VA,APPOMATTOX
24504,"CAMPBELL, VA",VA,CAMPBELL
24505,"LYNCHBURG CITY, VA",VA,LYNCHBURG CITY
24513,"LYNCHBURG CITY, VA",VA,LYNCHBURG CITY
24514,"LYNCHBURG CITY, VA",VA,LYNCHBURG CITY
24515,"LYNCHBURG CITY, VA",VA,LYNCHBURG CITY
24521,"AMHERST, VA",VA,AMHERST
24521,"NELSON, VA",VA,NELSON
24522,"APPOMATTOX, VA",VA,APPOMATTOX
24522,"BUCKINGHAM, VA",VA,BUCKINGHAM
24526,"BEDFORD, VA",VA,BEDFORD
24533,"AMHERST, VA",VA,AMHERST
24536,"BEDFORD, VA",VA,BEDFORD
24538,"CAMPBELL, VA",VA,CAMPBELL
24538,"APPOMATTOX, VA",VA,APPOMATTOX
24540,"DANVILLE CITY, VA",VA,DANVILLE CITY
24540,"PITTSYLVANIA, VA",VA,PITTSYLVANIA
24541,"DANVILLE CITY, VA",VA,DANVILLE CITY
24541,"PITTSYLVANIA, VA",VA,PITTSYLVANIA
24550,"CAMPBELL, VA",VA,CAMPBELL
24550,"BEDFORD, VA",VA,BEDFORD
24551,"BEDFORD, VA",VA,BEDFORD
24551,"CAMPBELL, VA",VA,CAMPBELL
24551,"LYNCHBURG CITY, VA",VA,LYNCHBURG CITY
24553,"NELSON, VA",VA,NELSON
24553,"AMHERST, VA",VA,AMHERST
24553,"APPOMATTOX, VA",VA,APPOMATTOX
24553,"BUCKINGHAM, VA",VA,BUCKINGHAM
24556,"BEDFORD, VA",VA,BEDFORD
24572,"AMHERST, VA",VA,AMHERST
24574,"AMHERST, VA",VA,AMHERST
24588,"CAMPBELL, VA",VA,CAMPBELL
24593,"APPOMATTOX, VA",VA,APPOMATTOX
24595,"AMHERST, VA",VA,AMHERST
25003,"KANAWHA, WV",WV,KANAWHA
25003,"LINCOLN, WV",WV,LINCOLN
25025,"KANAWHA, WV",WV,KANAWHA
25039,"KANAWHA, WV",WV,KANAWHA
25064,"KANAWHA, WV",WV,KANAWHA
25071,"KANAWHA, WV",WV,KANAWHA
25071,"ROANE, WV",WV,ROANE
25079,"KANAWHA, WV",WV,KANAWHA
25082,"PUTNAM, WV",WV,PUTNAM
25082,"MASON, WV",WV,MASON
25083,"KANAWHA, WV",WV,KANAWHA
25083,"FAYETTE, WV",WV,FAYETTE
25103,"KANAWHA, WV",WV,KANAWHA
25124,"PUTNAM, WV",WV,PUTNAM
25124,"JACKSON, WV",WV,JACKSON
25124,"KANAWHA, WV",WV,KANAWHA
25143,"KANAWHA, WV",WV,KANAWHA
25143,"PUTNAM, WV",WV,PUTNAM
25159,"PUTNAM, WV",WV,PUTNAM
25168,"PUTNAM, WV",WV,PUTNAM
25177,"KANAWHA, WV",WV,KANAWHA
25177,"PUTNAM, WV",WV,PUTNAM
25202,"KANAWHA, WV",WV,KANAWHA
25202,"LINCOLN, WV",WV,LINCOLN
25213,"PUTNAM, WV",WV,PUTNAM
25302,"KANAWHA, WV",WV,KANAWHA
25303,"KANAWHA, WV",WV,KANAWHA
25304,"KANAWHA, WV",WV,KANAWHA
25309,"KANAWHA, WV",WV,KANAWHA
25312,"KANAWHA, WV",WV,KANAWHA
25312,"PUTNAM, WV",WV,PUTNAM
25313,"KANAWHA, WV",WV,KANAWHA
25314,"KANAWHA, WV",WV,KANAWHA
25315,"KANAWHA, WV",WV,KANAWHA
25320,"KANAWHA, WV",WV,KANAWHA
25504,"CABELL, WV",WV,CABELL
25504,"WAYNE, WV",WV,WAYNE
25510,"CABELL, WV",WV,CABELL
25510,"LINCOLN, WV",WV,LINCOLN
25510,"PUTNAM, WV",WV,PUTNAM
25526,"PUTNAM, WV",WV,PUTNAM
25526,"LINCOLN, WV",WV,LINCOLN
25541,"CABELL, WV",WV,CABELL
25541,"MASON, WV",WV,MASON
25560,"PUTNAM, WV",WV,PUTNAM
25701,"CABELL, WV",WV,CABELL
25701,"WAYNE, WV",WV,WAYNE
25702,"CABELL, WV",WV,CABELL
25703,"CABELL, WV",WV,CABELL
25704,"WAYNE, WV",WV,WAYNE
25704,"CABELL, WV",WV,CABELL
25705,"CABELL, WV",WV,CABELL
26003,"OHIO, WV",WV,OHIO
26003,"BROOKE, WV",WV,BROOKE
26003,"MARSHALL, WV",WV,MARSHALL
26032,"BROOKE, WV",WV,BROOKE
26033,"MARSHALL, WV",WV,MARSHALL
26035,"BROOKE, WV",WV,BROOKE
26036,"MARSHALL, WV",WV,MARSHALL
26037,"BROOKE, WV",WV,BROOKE
26039,"MARSHALL, WV",WV,MARSHALL
26041,"MARSHALL, WV",WV,MARSHALL
26055,"MARSHALL, WV",WV,MARSHALL
26055,"WETZEL, WV",WV,WETZEL
26059,"OHIO, WV",WV,OHIO
26060,"OHIO, WV",WV,OHIO
26062,"HANCOCK, WV",WV,HANCOCK
26062,"BROOKE, WV",WV,BROOKE
26070,"BROOKE, WV",WV,BROOKE
26101,"WOOD, WV",WV,WOOD
26104,"WOOD, WV",WV,WOOD
26105,"WOOD, WV",WV,WOOD
26146,"TYLER, WV",WV,TYLER
26146,"PLEASANTS, WV",WV,PLEASANTS
26155,"WETZEL, WV",WV,WETZEL
26155,"TYLER, WV",WV,TYLER
26159,"WETZEL, WV",WV,WETZEL
26159,"TYLER, WV",WV,TYLER
26175,"TYLER, WV",WV,TYLER
26187,"WOOD, WV",WV,WOOD
26201,"UPSHUR, WV",WV,UPSHUR
26201,"BARBOUR, WV",WV,BARBOUR
26201,"LEWIS, WV",WV,LEWIS
26210,"UPSHUR, WV",WV,UPSHUR
26215,"UPSHUR, WV",WV,UPSHUR
26215,"WEBSTER, WV",WV,WEBSTER
26218,"UPSHUR, WV",WV,UPSHUR
26228,"UPSHUR, WV",WV,UPSHUR
26228,"WEBSTER, WV",WV,WEBSTER
26234,"UPSHUR, WV",WV,UPSHUR
26236,"UPSHUR, WV",WV,UPSHUR
26236,"RANDOLPH, WV",WV,RANDOLPH
26237,"UPSHUR, WV",WV,UPSHUR
26238,"BARBOUR, WV",WV,BARBOUR
26238,"UPSHUR, WV",WV,UPSHUR
26250,"BARBOUR, WV",WV,BARBOUR
26250,"RANDOLPH, WV",WV,RANDOLPH
26267,"RANDOLPH, WV",WV,RANDOLPH
26267,"BARBOUR, WV",WV,BARBOUR
26267,"UPSHUR, WV",WV,UPSHUR
26301,"HARRISON, WV",WV,HARRISON
26321,"LEWIS, WV",WV,LEWIS
26321,"DODDRIDGE, WV",WV,DODDRIDGE
26330,"HARRISON, WV",WV,HARRISON
26330,"BARBOUR, WV",WV,BARBOUR
26330,"TAYLOR, WV",WV,TAYLOR
26338,"LEWIS, WV",WV,LEWIS
26343,"LEWIS, WV",WV,LEWIS
26343,"UPSHUR, WV",WV,UPSHUR
26347,"TAYLOR, WV",WV,TAYLOR
26347,"BARBOUR, WV",WV,BARBOUR
26354,"TAYLOR, WV",WV,TAYLOR
26372,"LEWIS, WV",WV,LEWIS
26372,"UPSHUR, WV",WV,UPSHUR
26378,"LEWIS, WV",WV,LEWIS
26378,"HARRISON, WV",WV,HARRISON
26385,"HARRISON, WV",WV,HARRISON
26385,"UPSHUR, WV",WV,UPSHUR
26386,"HARRISON, WV",WV,HARRISON
26404,"HARRISON, WV",WV,HARRISON
26405,"BARBOUR, WV",WV,BARBOUR
26405,"PRESTON, WV",WV,PRESTON
26408,"HARRISON, WV",WV,HARRISON
26412,"LEWIS, WV",WV,LEWIS
26412,"BRAXTON, WV",WV,BRAXTON
26412,"GILMER, WV",WV,GILMER
26416,"BARBOUR, WV",WV,BARBOUR
26416,"TAYLOR, WV",WV,TAYLOR
26426,"HARRISON, WV",WV,HARRISON
26426,"DODDRIDGE, WV",WV,DODDRIDGE
26431,"HARRISON, WV",WV,HARRISON
26431,"TAYLOR, WV",WV,TAYLOR
26440,"TAYLOR, WV",WV,TAYLOR
26440,"BARBOUR, WV",WV,BARBOUR
26440,"PRESTON, WV",WV,PRESTON
26447,"LEWIS, WV",WV,LEWIS
26447,"BRAXTON, WV",WV,BRAXTON
26448,"HARRISON, WV",WV,HARRISON
26448,"DODDRIDGE, WV",WV,DODDRIDGE
26448,"MARION, WV",WV,MARION
26451,"HARRISON, WV",WV,HARRISON
26452,"LEWIS, WV",WV,LEWIS
26501,"MONONGALIA, WV",WV,MONONGALIA
26505,"MONONGALIA, WV",WV,MONONGALIA
26506,"MONONGALIA, WV",WV,MONONGALIA
26508,"MONONGALIA, WV",WV,MONONGALIA
26521,"MONONGALIA, WV",WV,MONONGALIA
26541,"MONONGALIA, WV",WV,MONONGALIA
26546,"MONONGALIA, WV",WV,MONONGALIA
26554,"MARION, WV",WV,MARION
26554,"HARRISON, WV",WV,HARRISON
26554,"MONONGALIA, WV",WV,MONONGALIA
26554,"TAYLOR, WV",WV,TAYLOR
26560,"MARION, WV",WV,MARION
26562,"WETZEL, WV",WV,WETZEL
26562,"MONONGALIA, WV",WV,MONONGALIA
26568,"HARRISON, WV",WV,HARRISON
26570,"MARION, WV",WV,MARION
26571,"MARION, WV",WV,MARION
26582,"MARION, WV",WV,MARION
26582,"HARRISON, WV",WV,HARRISON
26582,"MONONGALIA, WV",WV,MONONGALIA
26585,"MARION, WV",WV,MARION
26585,"WETZEL, WV",WV,WETZEL
26587,"MARION, WV",WV,MARION
26588,"MARION, WV",WV,MARION
26588,"MONONGALIA, WV",WV,MONONGALIA
26590,"MONONGALIA, WV",WV,MONONGALIA
26591,"MARION, WV",WV,MARION
26591,"HARRISON, WV",WV,HARRISON
27012,"FORSYTH, NC",NC,FORSYTH
27012,"DAVIDSON, NC",NC,DAVIDSON
27101,"FORSYTH, NC",NC,FORSYTH
27103,"FORSYTH, NC",NC,FORSYTH
27104,"FORSYTH, NC",NC,FORSYTH
27106,"FORSYTH, NC",NC,FORSYTH
27215,"ALAMANCE, NC",NC,ALAMANCE
27215,"GUILFORD, NC",NC,GUILFORD
27217,"ALAMANCE, NC",NC,ALAMANCE
27217,"CASWELL, NC",NC,CASWELL
27231,"ORANGE, NC",NC,ORANGE
27243,"ORANGE, NC",NC,ORANGE
27244,"ALAMANCE, NC",NC,ALAMANCE
27244,"CASWELL, NC",NC,CASWELL
27244,"GUILFORD, NC",NC,GUILFORD
27249,"GUILFORD, NC",NC,GUILFORD
27249,"ALAMANCE, NC",NC,ALAMANCE
27249,"CASWELL, NC",NC,CASWELL
27249,"ROCKINGHAM, NC",NC,ROCKINGHAM
27253,"ALAMANCE, NC",NC,ALAMANCE
27258,"ALAMANCE, NC",NC,ALAMANCE
27262,"GUILFORD, NC",NC,GUILFORD
27262,"DAVIDSON, NC",NC,DAVIDSON
27265,"GUILFORD, NC",NC,GUILFORD
27265,"DAVIDSON, NC",NC,DAVIDSON
27265,"FORSYTH, NC",NC,FORSYTH
27278,"ORANGE, NC",NC,ORANGE
27278,"DURHAM, NC",NC,DURHAM
27282,"GUILFORD, NC",NC,GUILFORD
27284,"FORSYTH, NC",NC,FORSYTH
27284,"DAVIDSON, NC",NC,DAVIDSON
27284,"GUILFORD, NC",NC,GUILFORD
27298,"RANDOLPH, NC",NC,RANDOLPH
27298,"ALAMANCE, NC",NC,ALAMANCE
27298,"CHATHAM, NC",NC,CHATHAM
27298,"GUILFORD, NC",NC,GUILFORD
27302,"ALAMANCE, NC",NC,ALAMANCE
27302,"CASWELL, NC",NC,CASWELL
27302,"ORANGE, NC",NC,ORANGE
27310,"GUILFORD, NC",NC,GUILFORD
27312,"CHATHAM, NC",NC,CHATHAM
27401,"GUILFORD, NC",NC,GUILFORD
27403,"GUILFORD, NC",NC,GUILFORD
27408,"GUILFORD, NC",NC,GUILFORD
27409,"GUILFORD, NC",NC,GUILFORD
27410,"GUILFORD, NC",NC,GUILFORD
27502,"WAKE, NC",NC,WAKE
27502,"CHATHAM, NC",NC,CHATHAM
27510,"ORANGE, NC",NC,ORANGE
27511,"WAKE, NC",NC,WAKE
27512,"WAKE, NC",NC,WAKE
27513,"WAKE, NC",NC,WAKE
27514,"ORANGE, NC",NC,ORANGE
27516,"ORANGE, NC",NC,ORANGE
27516,"CHATHAM, NC",NC,CHATHAM
27517,"ORANGE, NC",NC,ORANGE
27517,"CHATHAM, NC",NC,CHATHAM
27517,"DURHAM, NC",NC,DURHAM
27518,"WAKE, NC",NC,WAKE
27519,"WAKE, NC",NC,WAKE
27519,"CHATHAM, NC",NC,CHATHAM
27519,"DURHAM, NC",NC,DURHAM
27523,"WAKE, NC",NC,WAKE
27523,"CHATHAM, NC",NC,CHATHAM
27526,"WAKE, NC",NC,WAKE
27526,"HARNETT, NC",NC,HARNETT
27529,"WAKE, NC",NC,WAKE
27529,"JOHNSTON, NC",NC,JOHNSTON
27539,"WAKE, NC",NC,WAKE
27540,"WAKE, NC",NC,WAKE
27540,"HARNETT, NC",NC,HARNETT
27545,"WAKE, NC",NC,WAKE
27546,"HARNETT, NC",NC,HARNETT
27560,"WAKE, NC",NC,WAKE
27560,"DURHAM, NC",NC,DURHAM
27562,"WAKE, NC",NC,WAKE
27562,"CHATHAM, NC",NC,CHATHAM
27562,"HARNETT, NC",NC,HARNETT
27571,"WAKE, NC",NC,WAKE
27587,"WAKE, NC",NC,WAKE
27587,"FRANKLIN, NC",NC,FRANKLIN
27587,"GASTON, NC",NC,GASTON
27587,"GRANVILLE, NC",NC,GRANVILLE
27588,"WAKE, NC",NC,WAKE
27591,"WAKE, NC",NC,WAKE
27591,"JOHNSTON, NC",NC,JOHNSTON
27592,"WAKE, NC",NC,WAKE
27592,"HARNETT, NC",NC,HARNETT
27592,"JOHNSTON, NC",NC,JOHNSTON
27597,"WAKE, NC",NC,WAKE
27597,"FRANKLIN, NC",NC,FRANKLIN
27597,"JOHNSTON, NC",NC,JOHNSTON
27597,"NASH, NC",NC,NASH
27601,"WAKE, NC",NC,WAKE
27602,"WAKE, NC",NC,WAKE
27603,"WAKE, NC",NC,WAKE
27603,"JOHNSTON, NC",NC,JOHNSTON
27604,"WAKE, NC",NC,WAKE
27605,"WAKE, NC",NC,WAKE
27606,"WAKE, NC",NC,WAKE
27607,"WAKE, NC",NC,WAKE
27608,"WAKE, NC",NC,WAKE
27609,"WAKE, NC",NC,WAKE
27610,"WAKE, NC",NC,WAKE
27611,"WAKE, NC",NC,WAKE
27612,"WAKE, NC",NC,WAKE
27613,"WAKE, NC",NC,WAKE
27613,"DURHAM, NC",NC,DURHAM
27614,"WAKE, NC",NC,WAKE
27615,"WAKE, NC",NC,WAKE
27616,"WAKE, NC",NC,WAKE
27617,"WAKE, NC",NC,WAKE
27617,"DURHAM, NC",NC,DURHAM
27619,"WAKE, NC",NC,WAKE
27620,"WAKE, NC",NC,WAKE
27621,"WAKE, NC",NC,WAKE
27622,"WAKE, NC",NC,WAKE
27623,"WAKE, NC",NC,WAKE
27624,"WAKE, NC",NC,WAKE
27625,"WAKE, NC",NC,WAKE
27626,"WAKE, NC",NC,WAKE
27627,"WAKE, NC",NC,WAKE
27628,"WAKE, NC",NC,WAKE
27629,"WAKE, NC",NC,WAKE
27634,"WAKE, NC",NC,WAKE
27635,"WAKE, NC",NC,WAKE
27636,"WAKE, NC",NC,WAKE
27640,"WAKE, NC",NC,WAKE
27650,"WAKE, NC",NC,WAKE
27656,"WAKE, NC",NC,WAKE
27658,"WAKE, NC",NC,WAKE
27661,"WAKE, NC",NC,WAKE
27668,"WAKE, NC",NC,WAKE
27675,"WAKE, NC",NC,WAKE
27676,"WAKE, NC",NC,WAKE
27690,"WAKE, NC",NC,WAKE
27695,"WAKE, NC",NC,WAKE
27697,"WAKE, NC",NC,WAKE
27698,"WAKE, NC",NC,WAKE
27699,"WAKE, NC",NC,WAKE
27705,"DURHAM, NC",NC,DURHAM
27705,"ORANGE, NC",NC,ORANGE
27707,"DURHAM, NC",NC,DURHAM
27707,"ORANGE, NC",NC,ORANGE
27709,"DURHAM, NC",NC,DURHAM
27710,"DURHAM, NC",NC,DURHAM
27713,"DURHAM, NC",NC,DURHAM
27713,"CHATHAM, NC",NC,CHATHAM
27713,"WAKE, NC",NC,WAKE
27817,"BEAUFORT, NC",NC,BEAUFORT
27824,"HYDE, NC",NC,HYDE
27828,"PITT, NC",NC,PITT
27828,"GREENE, NC",NC,GREENE
27834,"PITT, NC",NC,PITT
27834,"BEAUFORT, NC",NC,BEAUFORT
27837,"PITT, NC",NC,PITT
27837,"BEAUFORT, NC",NC,BEAUFORT
27858,"PITT, NC",NC,PITT
27885,"HYDE, NC",NC,HYDE
27889,"BEAUFORT, NC",NC,BEAUFORT
27889,"PITT, NC",NC,PITT
27909,"PASQUOTANK, NC",NC,PASQUOTANK
27909,"CAMDEN, NC",NC,CAMDEN
27916,"CURRITUCK, NC",NC,CURRITUCK
27917,"CURRITUCK, NC",NC,CURRITUCK
27921,"CAMDEN, NC",NC,CAMDEN
27923,"CURRITUCK, NC",NC,CURRITUCK
27925,"TYRRELL, NC",NC,TYRRELL
27927,"CURRITUCK, NC",NC,CURRITUCK
27929,"CURRITUCK, NC",NC,CURRITUCK
27939,"CURRITUCK, NC",NC,CURRITUCK
27941,"CURRITUCK, NC",NC,CURRITUCK
27947,"CURRITUCK, NC",NC,CURRITUCK
27948,"DARE, NC",NC,DARE
27949,"DARE, NC",NC,DARE
27950,"CURRITUCK, NC",NC,CURRITUCK
27953,"DARE, NC",NC,DARE
27954,"DARE, NC",NC,DARE
27956,"CURRITUCK, NC",NC,CURRITUCK
27958,"CURRITUCK, NC",NC,CURRITUCK
27959,"DARE, NC",NC,DARE
27964,"CURRITUCK, NC",NC,CURRITUCK
27965,"CURRITUCK, NC",NC,CURRITUCK
27966,"CURRITUCK, NC",NC,CURRITUCK
27973,"CURRITUCK, NC",NC,CURRITUCK
27973,"CAMDEN, NC",NC,CAMDEN
27974,"CAMDEN, NC",NC,CAMDEN
27976,"CAMDEN, NC",NC,CAMDEN
27978,"DARE, NC",NC,DARE
27981,"DARE, NC",NC,DARE
28012,"GASTON, NC",NC,GASTON
28025,"CABARRUS, NC",NC,CABARRUS
28027,"CABARRUS, NC",NC,CABARRUS
28027,"MECKLENBURG, NC",NC,MECKLENBURG
28031,"MECKLENBURG, NC",NC,MECKLENBURG
28032,"GASTON, NC",NC,GASTON
28036,"MECKLENBURG, NC",NC,MECKLENBURG
28036,"CABARRUS, NC",NC,CABARRUS
28036,"IREDELL, NC",NC,IREDELL
28036,"ROWAN, NC",NC,ROWAN
28037,"LINCOLN, NC",NC,LINCOLN
28037,"CATAWBA, NC",NC,CATAWBA
28052,"GASTON, NC",NC,GASTON
28054,"GASTON, NC",NC,GASTON
28056,"GASTON, NC",NC,GASTON
28075,"CABARRUS, NC",NC,CABARRUS
28078,"MECKLENBURG, NC",NC,MECKLENBURG
28078,"CABARRUS, NC",NC,CABARRUS
28079,"UNION, NC",NC,UNION
28079,"MECKLENBURG, NC",NC,MECKLENBURG
28086,"CLEVELAND, NC",NC,CLEVELAND
28086,"GASTON, NC",NC,GASTON
28098,"GASTON, NC",NC,GASTON
28104,"UNION, NC",NC,UNION
28104,"MECKLENBURG, NC",NC,MECKLENBURG
28105,"MECKLENBURG, NC",NC,MECKLENBURG
28105,"UNION, NC",NC,UNION
28115,"IREDELL, NC",NC,IREDELL
28115,"ROWAN, NC",NC,ROWAN
28117,"IREDELL, NC",NC,IREDELL
28120,"GASTON, NC",NC,GASTON
28150,"CLEVELAND, NC",NC,CLEVELAND
28150,"RUTHERFORD, NC",NC,RUTHERFORD
28166,"IREDELL, NC",NC,IREDELL
28173,"UNION, NC",NC,UNION
28203,"MECKLENBURG, NC",NC,MECKLENBURG
28204,"MECKLENBURG, NC",NC,MECKLENBURG
28207,"MECKLENBURG, NC",NC,MECKLENBURG
28210,"MECKLENBURG, NC",NC,MECKLENBURG
28211,"MECKLENBURG, NC",NC,MECKLENBURG
28213,"MECKLENBURG, NC",NC,MECKLENBURG
28213,"CABARRUS, NC",NC,CABARRUS
28226,"MECKLENBURG, NC",NC,MECKLENBURG
28262,"MECKLENBURG, NC",NC,MECKLENBURG
28262,"CABARRUS, NC",NC,CABARRUS
28270,"MECKLENBURG, NC",NC,MECKLENBURG
28277,"MECKLENBURG, NC",NC,MECKLENBURG
28301,"CUMBERLAND, NC",NC,CUMBERLAND
28303,"CUMBERLAND, NC",NC,CUMBERLAND
28304,"CUMBERLAND, NC",NC,CUMBERLAND
28304,"HOKE, NC",NC,HOKE
28305,"CUMBERLAND, NC",NC,CUMBERLAND
28306,"CUMBERLAND, NC",NC,CUMBERLAND
28306,"BLADEN, NC",NC,BLADEN
28306,"HOKE, NC",NC,HOKE
28307,"CUMBERLAND, NC",NC,CUMBERLAND
28308,"CUMBERLAND, NC",NC,CUMBERLAND
28310,"CUMBERLAND, NC",NC,CUMBERLAND
28311,"CUMBERLAND, NC",NC,CUMBERLAND
28312,"CUMBERLAND, NC",NC,CUMBERLAND
28312,"BLADEN, NC",NC,BLADEN
28314,"CUMBERLAND, NC",NC,CUMBERLAND
28315,"MOORE, NC",NC,MOORE
28315,"HOKE, NC",NC,HOKE
28323,"HARNETT, NC",NC,HARNETT
28334,"HARNETT, NC",NC,HARNETT
28334,"CUMBERLAND, NC",NC,CUMBERLAND
28334,"JOHNSTON, NC",NC,JOHNSTON
28334,"SAMPSON, NC",NC,SAMPSON
28337,"BLADEN, NC",NC,BLADEN
28339,"HARNETT, NC",NC,HARNETT
28348,"CUMBERLAND, NC",NC,CUMBERLAND
28356,"CUMBERLAND, NC",NC,CUMBERLAND
28356,"HARNETT, NC",NC,HARNETT
28358,"ROBESON, NC",NC,ROBESON
28360,"ROBESON, NC",NC,ROBESON
28374,"MOORE, NC",NC,MOORE
28376,"HOKE, NC",NC,HOKE
28384,"ROBESON, NC",NC,ROBESON
28384,"BLADEN, NC",NC,BLADEN
28384,"CUMBERLAND, NC",NC,CUMBERLAND
28387,"MOORE, NC",NC,MOORE
28390,"CUMBERLAND, NC",NC,CUMBERLAND
28390,"HARNETT, NC",NC,HARNETT
28395,"CUMBERLAND, NC",NC,CUMBERLAND
28399,"BLADEN, NC",NC,BLADEN
28401,"NEW HANOVER, NC",NC,NEW HANOVER
28401,"PENDER, NC",NC,PENDER
28402,"NEW HANOVER, NC",NC,NEW HANOVER
28403,"NEW HANOVER, NC",NC,NEW HANOVER
28405,"NEW HANOVER, NC",NC,NEW HANOVER
28406,"NEW HANOVER, NC",NC,NEW HANOVER
28407,"NEW HANOVER, NC",NC,NEW HANOVER
28408,"NEW HANOVER, NC",NC,NEW HANOVER
28409,"NEW HANOVER, NC",NC,NEW HANOVER
28410,"NEW HANOVER, NC",NC,NEW HANOVER
28411,"NEW HANOVER, NC",NC,NEW HANOVER
28411,"PENDER, NC",NC,PENDER
28412,"NEW HANOVER, NC",NC,NEW HANOVER
28428,"NEW HANOVER, NC",NC,NEW HANOVER
28443,"PENDER, NC",NC,PENDER
28443,"NEW HANOVER, NC",NC,NEW HANOVER
28445,"ONSLOW, NC",NC,ONSLOW
28445,"PENDER, NC",NC,PENDER
28449,"NEW HANOVER, NC",NC,NEW HANOVER
28451,"BRUNSWICK, NC",NC,BRUNSWICK
28460,"ONSLOW, NC",NC,ONSLOW
28461,"BRUNSWICK, NC",NC,BRUNSWICK
28479,"BRUNSWICK, NC",NC,BRUNSWICK
28480,"NEW HANOVER, NC",NC,NEW HANOVER
28540,"ONSLOW, NC",NC,ONSLOW
28545,"ONSLOW, NC",NC,ONSLOW
28546,"ONSLOW, NC",NC,ONSLOW
28557,"CARTERET, NC",NC,CARTERET
28560,"CRAVEN, NC",NC,CRAVEN
28560,"PAMLICO, NC",NC,PAMLICO
28562,"CRAVEN, NC",NC,CRAVEN
28562,"JONES, NC",NC,JONES
28570,"CARTERET, NC",NC,CARTERET
28571,"PAMLICO, NC",NC,PAMLICO
28590,"PITT, NC",NC,PITT
28601,"CATAWBA, NC",NC,CATAWBA
28601,"ALEXANDER, NC",NC,ALEXANDER
28601,"BURKE, NC",NC,BURKE
28601,"CALDWELL, NC",NC,CALDWELL
28602,"CATAWBA, NC",NC,CATAWBA
28602,"BURKE, NC",NC,BURKE
28605,"WATAUGA, NC",NC,WATAUGA
28605,"AVERY, NC",NC,AVERY
28605,"CALDWELL, NC",NC,CALDWELL
28612,"BURKE, NC",NC,BURKE
28612,"CATAWBA, NC",NC,CATAWBA
28613,"CATAWBA, NC",NC,CATAWBA
28625,"IREDELL, NC",NC,IREDELL
28630,"CALDWELL, NC",NC,CALDWELL
28637,"BURKE, NC",NC,BURKE
28637,"CATAWBA, NC",NC,CATAWBA
28638,"CALDWELL, NC",NC,CALDWELL
28645,"CALDWELL, NC",NC,CALDWELL
28645,"WATAUGA, NC",NC,WATAUGA
28645,"WILKES, NC",NC,WILKES
28655,"BURKE, NC",NC,BURKE
